title,bulk_notes,is_gpu
NV RTX A400 4GB GPU,"SKU: 195892109709, Vendor: Lenovo",1
PNY NVIDIA RTX 2000 Ada Graphic Card - 16 GB GDDR6,"SKU: 751492789774, Vendor: PNY Technologies",1
ASRock Intel Arc A380 Graphic Card - 6 GB GDDR6,"SKU: 4710483939365, Vendor: ASRock, Inc",0
COMPONENT VGA TO HDMI ADAPTER,"SKU: 037332189400, Vendor: Eaton Corporation",0
AMD Radeon Pro WX 7100 Graphic Card - 8 GB GDDR5 - Full-height,"SKU: 818245780621, Vendor: Advanced Micro Devices, Inc",0
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 824142383797, Vendor: MSI",1
DUAL NVIDIA GEFORCE RTX 30506GB,"SKU: 197105470668, Vendor: ASUS - VGA NVIDIA",1
P7304 VIDEO ENCODER 4 CHANNEL,"SKU: 7331021066403, Vendor: AXIS COMMUNICATION INC",0
PNY NVIDIA GeForce RTX 5090 Graphic Card - 32 GB GDDR7,"SKU: 0751492794235, Vendor: PNY Technologies",1
Matrox QuadHead2Go Q155 Multi-Monitor Controller Appliance,"SKU: 790750260082, Vendor: Matrox",0
Gefen VGA to DVI Scaler / Converter,"SKU: 888814071825, Vendor: Gefen, Inc",0
Zotac NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 0810012084765, Vendor: ZOTAC International",1
VanCryst VC182 VGA to HDMI Converter with Scaler-TAA Compliant,"SKU: 672792005404, Vendor: ATEN Technology, Inc",0
Matrox M-Series M9140 Graphics Card,"SKU: M9140-E512LAF, Vendor: Matrox",0
Gigabyte NVIDIA GeForce RTX 5080 Graphic Card - 16 GB GDDR7,"SKU: GV-N5080AERO OC-16GD, Vendor: GIGABYTE Technology, Inc",1
MSI NVIDIA GeForce RTX 3060 Graphic Card - 8 GB GDDR6,"SKU: 824142259375, Vendor: MSI",1
VisionTek AMD Radeon HD 7750 Graphic Card - 2 GB GDDR5,"SKU: 995475878554, Vendor: VisionTek Products, LLC",0
RTX 5080 16G SUPRIM LIQ SOC,"SKU: 824142395738, Vendor: MSI",1
AVerMedia Live Gamer EXTREME 3 Plug and Play 4K Capture Card. TAA and NDAA Compliant,"SKU: 850036764120, Vendor: AVermedia Technology",0
Acer Intel Arc A750 Graphic Card - 8 GB GDDR6,"SKU: 195133206532, Vendor: Acer, Inc",0
AXIS M7104 Video Encoder,"SKU: 7331021066397, Vendor: Axis Communications",0
"AMX Minimal Proprietary Compression Video Over IP Encoder with PoE, AES67 Support","SKU: 818261338080, Vendor: Harman Professional Solutions",0
VisionTek Radeon 7750 2GB GDDR5 6M (6x MiniDP),"SKU: 0784090031808, Vendor: VisionTek Products, LLC",0
Black Box 3G-SDI/HD-SDI to HDMI Converter,"SKU: VSC-SDI-HDMI, Vendor: Black Box Corporation",0
Asus ROG NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105175877, Vendor: ASUS Computer International",1
Lenovo NVIDIA L40 Graphic Card - 48 GB,"SKU: 889488666744, Vendor: Lenovo Group Limited",1
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 824142335499, Vendor: MSI",1
Zotac NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 810012084048, Vendor: ZOTAC International",1
Asus AMD Radeon RX 7600 XT Graphic Card - 16 GB GDDR6,"SKU: 197105459229, Vendor: ASUS Computer International",0
Intel Data Center GPU Flex 140,"SKU: 735858502221, Vendor: Intel Corp.",0
GRAPHIC_BO RTX 4500,"SKU: 0195892099116, Vendor: LENOVO OPTIONS",1
Asus NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553991339, Vendor: ASUS Computer International",1
MSI NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 824142334942, Vendor: MSI",1
Lenovo NVIDIA RTX A4000 Graphic Card - 16 GB GDDR6,"SKU: 195892023654, Vendor: Lenovo Group Limited",1
Kramer 8-Input ProScale Presentation Switcher/Scaler with Speaker Output,"SKU: VP-770, Vendor: Kramer Electronics LTD",0
Aorus NVIDIA GeForce RTX 5070 Graphic Card - 12 GB GDDR7,"SKU: GV-N5070AORUS M-12GD, Vendor: GIGABYTE Technology, Inc",1
NVIDIA RTX A400 RETAIL PACK,"SKU: 751492788067, Vendor: PNY QUADRO",1
Gigabyte NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 889523041260, Vendor: GIGABYTE Technology, Inc",1
HP NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6 - Full-height,"SKU: 196548771905, Vendor: HP Inc.",1
HPE NVIDIA A10 Graphic Card - 24 GB GDDR6,"SKU: 190017605517, Vendor: Hewlett Packard Enterprise",1
NVIDIA RTX&trade; 2000 Ada Generation Professional Graphics Board,"SKU: 751492785882, Vendor: PNY Technologies",1
MSI NVIDIA GeForce RTX 4060 Ti Graphic Card - 16 GB GDDR6,"SKU: 824142332078, Vendor: MSI",1
AVerMedia DVD EZMaker 7 Signal Converter,"SKU: 912201915123, Vendor: AVerMedia Technologies, Inc",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105000889, Vendor: ASUS Computer International",0
Black Box VGA/DVI to DVI-D Converter,"SKU: 822088055778, Vendor: Black Box Corporation",0
TUF NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553963893, Vendor: ASUS Computer International",1
AMX JPEG 2000 4K60 4:4:4 Encoder,"SKU: FGN2412A-SA, Vendor: Harman International Industries, Inc",0
GeoVision GV-800 Video Capturing Device,"SKU: 55-800D4-160, Vendor: GeoVision, Inc",0
Gigabyte AMD Radeon RX 7700 XT Graphic Card - 12 GB GDDR6,"SKU: 0889523039274, Vendor: GIGABYTE Technology, Inc",0
Gigabyte NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 889523041260, Vendor: GIGABYTE Technology, Inc",1
PNY NVIDIA RTX 2000 Ada Graphic Card - 16 GB GDDR6,"SKU: 751492789774, Vendor: PNY Technologies",1
Lenovo NVIDIA Quadro RTX T1000 Graphic Card - 8 GB GDDR6,"SKU: 889488600359, Vendor: Lenovo Group Limited",0
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 197105228757, Vendor: ASUS Computer International",1
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142311769, Vendor: MSI",1
PNY NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6 - Low-profile,"SKU: 751492776781, Vendor: PNY Technologies",1
Asus NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 195553309899, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 197105125353, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105000902, Vendor: ASUS Computer International",0
TUF NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 197105204058, Vendor: ASUS Computer International",1
VisionTek AMD Radeon RX 560 Graphic Card - 4 GB GDDR5 - Low-profile,"SKU: 818275728556, Vendor: VisionTek Products, LLC",0
COMPOSITE SVIDEO HDMI CONVERTER,"SKU: 065030845274, Vendor: StarTech.com",0
IO Crest Component (YPbPr) + RCA Audio to HDMI 1.3 1080p HDTV Converter,"SKU: 818263260990, Vendor: SYBA Multimedia, Inc",0
Hewlett Packard Enterprise Replacement Parts Business NVIDIA Tesla T4 Graphic Card - 16 GB,"SKU: P09571-001, Vendor: HPE - Certified Genuine Parts",0
Lenovo NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6,"SKU: 195892099109, Vendor: Lenovo Group Limited",1
TUF NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553963985, Vendor: ASUS Computer International",1
ComNet FVR160S1 Video Encoder,"SKU: FVR160S1, Vendor: ACRE",0
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142311769, Vendor: MSI",1
StarTech.com USB Video Capture Adapter Cable - S-Video/Composite to USB 2.0 - TWAIN Support - Analog to Digital Converter - Windows Only,"SKU: SVID2USB232, Vendor: StarTech.com",0
PNY NVIDIA GeForce RTX 5090 Graphic Card - 32 GB GDDR7,"SKU: 0751492794235, Vendor: PNY Technologies",1
Gigabyte AMD Radeon RX 7800 XT Graphic Card - 16 GB GDDR6,"SKU: 0889523039489, Vendor: GIGABYTE Technology, Inc",0
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105301566, Vendor: ASUS Computer International",1
VanCryst VC080 HDMI EDID Emulator-TAA Compliant,"SKU: 0672792004193, Vendor: ATEN Technology, Inc",0
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105136649, Vendor: ASUS Computer International",1
PROARTRTX40608G,"SKU: 197105299436, Vendor: ASUS",1
Gigabyte NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 889523028629, Vendor: GIGABYTE Technology, Inc",1
ATEN VC486 12G-SDI to HDMI Converter,"SKU: VC486, Vendor: ATEN Technology, Inc",0
Asus NVIDIA GeForce RTX 3060 Graphic Card - 8 GB GDDR6,"SKU: 195553987509, Vendor: ASUS Computer International",1
ASUS DUAL AMD RADEON RX 6600,"SKU: 195553363136, Vendor: ASUS - AMD",0
Radeon AMD Radeon Pro W7700 Graphic Card - 16 GB GDDR6 - Full-height,"SKU: 727419314992, Vendor: Advanced Micro Devices, Inc",0
Ezrecorder 330 Capture,"SKU: 795522966575, Vendor: AVermedia Technology",0
Asus ROG NVIDIA GeForce RTX 5090 Graphic Card - 32 GB GDDR7,"SKU: ROG-ASTRAL-RTX5090-O32G-G, Vendor: ASUS Computer International",1
Asus ROG NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964852, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce GTX 1650 EVO Graphic Card - 4 GB GDDR6,"SKU: 197105004009, Vendor: ASUS Computer International",0
AVerMedia DVD EZMaker 7 Signal Converter,"SKU: 912201915123, Vendor: AVerMedia Technologies, Inc",0
"AVerMedia Live Gamer Ultra 2.1, USB HDMI 2.1 Game Capture Card (GC553G2)","SKU: GC553G2, Vendor: AVerMedia Technologies, Inc",0
NVIDIA NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6 - Full-height,"SKU: 812674025469, Vendor: NVIDIA Corporation",1
Cisco NVIDIA Tesla M60 Graphic Card - 16 GB,"SKU: HX-GPU-M60, Vendor: Cisco Systems, Inc",0
NVIDIA NVIDIA Quadro RTX A6000 Graphic Card - 48 GB GDDR6 - Full-height/Low-profile,"SKU: 812674025292, Vendor: NVIDIA Corporation",1
DT RADEON PRO NAVI31 XL-W MBA T,"SKU: 0727419314886, Vendor: AMD PRO GRAPHICS",0
Gigabyte NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 0889523041840, Vendor: GIGABYTE Technology, Inc",0
TUF NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964791, Vendor: ASUS Computer International",1
NVIDIA RTX A1000 RETAIL PACK,"SKU: 751492788043, Vendor: PNY QUADRO",1
DAZZLE DVD RECORDER HD,"SKU: 735163141535, Vendor: Corel Corporation",0
ASUS TUF GAMING GTX 1660TI EVO,"SKU: 195553419727, Vendor: ASUS - VGA NVIDIA",0
VanCryst True 4K HDMI EDID Emulator Adapter,"SKU: VC081A, Vendor: ATEN Technology, Inc",0
PNY NVIDIA RTX 2000 Ada Graphic Card - 16 GB GDDR6,"SKU: 751492789774, Vendor: PNY Technologies",1
Gigabyte AMD Radeon RX 7800 XT Graphic Card - 16 GB GDDR6,"SKU: 0889523039489, Vendor: GIGABYTE Technology, Inc",0
Asus NVIDIA GeForce GTX 1660 SUPER Graphic Card - 6 GB GDDR6,"SKU: 192876608784, Vendor: ASUS Computer International",0
PNY NVIDIA T1000 Graphic Card - 8 GB GDDR6,"SKU: 751492653938, Vendor: PNY Technologies",0
ASUS TUF GAMING RADEON RX 9070,"SKU: 197105860827, Vendor: ASUS - VGA NVIDIA",0
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105432017, Vendor: ASUS Computer International",1
AMD Radeon Pro W7600 Graphic Card - 8 GB GDDR6 - Full-height,"SKU: 727419314855, Vendor: Advanced Micro Devices, Inc",0
Zotac NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 810012084048, Vendor: ZOTAC International",1
ASUS TUF GAMING CAPTURE BOX,"SKU: 195553150842, Vendor: ASUS - COMPONENTS",0
MSI NVIDIA GeForce RTX 3050 Graphic Card - 8 GB GDDR6,"SKU: 824142280850, Vendor: MSI",1
Gigabyte NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 889523038574, Vendor: GIGABYTE Technology, Inc",1
Matrox DualHead2Go Digital ME Multi-Display Adapter,"SKU: D2G-DP2D-MIF, Vendor: Matrox",0
RADEON 6570 1GB DDR3DVI-I HDMI,"SKU: 810078050544, Vendor: VISIONTEK",0
Mimo Monitors HDMI Capture Card (HCP-1080),"SKU: 993246655854, Vendor: Mimo Monitors, Inc",0
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 824142383698, Vendor: MSI",1
Ubiquiti UniFi Protect ViewPort PoE,"SKU: 817882029575, Vendor: Ubiquiti Inc.",0
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142306475, Vendor: MSI",1
Zotac NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 810012084536, Vendor: ZOTAC International",1
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 16 GB GDDR6,"SKU: 197105602830, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553991223, Vendor: ASUS Computer International",1
VisionTek UVC HD60 Capture Card 1080P,"SKU: 0784090040886, Vendor: VisionTek Products, LLC",0
NVIDIA RTX A400 RETAIL PACK,"SKU: 751492788067, Vendor: PNY QUADRO",1
NETWORK CONTROLLER FOR HDMI,"SKU: 0757120299776, Vendor: LEGRAND AV - C2G",0
THE SFF-READY ASUS PRIMEGEFORCE,"SKU: 197105868410, Vendor: ASUS - VGA NVIDIA",0
Intel Data Center GPU Flex 140,"SKU: 735858502221, Vendor: Intel Corp.",0
Asus NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553994491, Vendor: ASUS Computer International",1
AVerMedia DVD EZMaker 7 Signal Converter,"SKU: MTVDVDEZ7-C039, Vendor: AVerMedia Technologies, Inc",0
Asus ROG NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964852, Vendor: ASUS Computer International",1
Lenovo NVIDIA L40 Graphic Card - 48 GB,"SKU: 889488666744, Vendor: Lenovo Group Limited",1
AXIS M7104 Video Encoder,"SKU: 7331021066397, Vendor: Axis Communications",0
Matrox M-Series M9120 Plus LP Graphics Card,"SKU: M9120-E512LAU1F, Vendor: Matrox",0
Aflex5D 2D/3D Multi-Projector Stacking Processor,"SKU: AF5D-21, Vendor: Elite Screens, Inc",0
Gigabyte NVIDIA GeForce RTX 5070 Ti Graphic Card - 16 GB GDDR7,"SKU: 889523048504, Vendor: GIGABYTE Technology, Inc",1
Asus ROG NVIDIA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,"SKU: 195553320252, Vendor: ASUS Computer International",1
Cisco NVIDIA GRID K2 Graphic Card - 8 GB GDDR5,"SKU: 882658556005, Vendor: Cisco Systems, Inc",0
Asus ROG NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105175877, Vendor: ASUS Computer International",1
ASRock Intel Arc A380 Graphic Card - 6 GB GDDR6,"SKU: 4710483939365, Vendor: ASRock, Inc",0
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 197105207264, Vendor: ASUS Computer International",1
Asus ROG NVIDIA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,"SKU: 195553320252, Vendor: ASUS Computer International",1
HP NVIDIA Quadro Sync II,"SKU: 1WT20AA, Vendor: HP Inc.",0
AMX NMX-DEC-N2222A-C SVSI,"SKU: 718878026472, Vendor: HARMAN PRO",0
IP DECODER BOX OPTIMAL,"SKU: 4711280521630, Vendor: VISION SYSTEMS - GEOVISION",0
MSI RTX 5090 32G GAMING TRIO OC,"SKU: 824142403266, Vendor: MSI",1
AVerMedia Live Gamer EXTREME 3 Plug and Play 4K Capture Card. TAA and NDAA Compliant,"SKU: 850036764120, Vendor: AVermedia Technology",0
Zotac NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 810012084048, Vendor: ZOTAC International",1
VisionTek Radeon 7750 2GB GDDR5 6M (6x MiniDP),"SKU: 0784090031808, Vendor: VisionTek Products, LLC",0
Black Box MCX G2 DisplayPort Copper/Fiber Transcoder,"SKU: 822088279068, Vendor: Black Box Corporation",0
XTRA GO GC515 BLACK,"SKU: 850061690098, Vendor: AVERMEDIA",0
Asus NVIDIA GeForce RTX 3050 Graphic Card - 8 GB GDDR6,"SKU: 195553645256, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105513181, Vendor: ASUS Computer International",1
ASUS TUF GAMING GEFORCE RTX,"SKU: 197105868335, Vendor: ASUS - VGA NVIDIA",0
ASRock Intel Arc A770 Graphic Card - 16 GB GDDR6,"SKU: 4710483943546, Vendor: ASRock, Inc",0
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142306451, Vendor: MSI",1
Asus ROG NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 197105246447, Vendor: ASUS Computer International",1
Black Box HDMI to Analog Video Converter and Scaler,"SKU: AVSC-HDMI-VIDEO, Vendor: Black Box Corporation",0
"AVerMedia Live Gamer Ultra 2.1, USB HDMI 2.1 Game Capture Card (GC553G2)","SKU: GC553G2, Vendor: AVerMedia Technologies, Inc",0
Asus NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 197105125353, Vendor: ASUS Computer International",1
"Eaton Tripp Lite Series 4K HDMI Audio De-Embedder/Extractor with TOSLINK, RCA and 3.5 mm Stereo Output, 5.1 Channel, HDCP, 4K 30Hz","SKU: 991428661662, Vendor: Eaton Corporation",0
NVIDIA RTX A2000 12GB 4mDP GFX,"SKU: 196337668386, Vendor: HP Business",1
MSI NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 824142347065, Vendor: MSI",1
AVerMedia Live Gamer BOLT (GC555),"SKU: GC555, Vendor: AVerMedia Technologies, Inc",0
Asus ROG NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964869, Vendor: ASUS Computer International",1
D1110 VIDEO DECODER,"SKU: 7331021075696, Vendor: AXIS COMMUNICATION INC",0
Zotac NVIDIA GeForce GT 730 Graphic Card - 4 GB DDR3 SDRAM,"SKU: 816264015359, Vendor: ZOTAC International",0
MSI NVIDIA GeForce RTX 3060 Graphic Card - 8 GB GDDR6,"SKU: 824142306956, Vendor: MSI",1
TUF AMD Radeon RX 7600 XT Graphic Card - 16 GB GDDR6,"SKU: 197105478213, Vendor: ASUS Computer International",0
TUF-RX7800XT-O16G-WHITE-GAMING,"SKU: 197105307926, Vendor: ASUS - AMD",0
"Eaton Tripp Lite Series 4K HDMI Audio De-Embedder/Extractor with TOSLINK, RCA and 3.5 mm Stereo Output, 5.1 Channel, HDCP, 4K 30Hz","SKU: 991428661662, Vendor: Eaton Corporation",0
"StarTech.com HDMI to USB C Video Capture Device UVC 1080p 60fps, External USB 3.0 HDMI Audio/Video Capture/Live Streaming/Recorder, TAA","SKU: UVCHDCAP, Vendor: StarTech.com",0
Asus ROG NVIDIA GeForce RTX 3080 Graphic Card - 10 GB GDDR6X,"SKU: 195553321761, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105003989, Vendor: ASUS Computer International",0
GEFORCE RTX 3050 LP BRK OC,"SKU: 0197105515673, Vendor: ASUS - VGA NVIDIA",0
HP NVIDIA RTX 4000 SFF Ada Graphic Card - 20 GB,"SKU: 197192737835, Vendor: HP Inc.",1
PNY NVIDIA Quadro RTX A6000 Graphic Card - 48 GB GDDR6 - Full-height,"SKU: 751492641263, Vendor: PNY Technologies",1
TUF NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 197105204058, Vendor: ASUS Computer International",1
NVIDIA NVIDIA Quadro RTX A6000 Graphic Card - 48 GB GDDR6 - Full-height/Low-profile,"SKU: 812674025292, Vendor: NVIDIA Corporation",1
SYBA Multimedia VGA Video + 3.5mm Audio Input to HDMI Output High-Definition Converter,"SKU: SY-ADA31050, Vendor: SYBA Multimedia, Inc",0
DT RADEON PRO NAVI31 XT-W MBA T,"SKU: 0727419314879, Vendor: AMD PRO GRAPHICS",0
ASUS ROG STRIX LC AMD RADEON,"SKU: 195553071789, Vendor: ASUS - AMD",0
PROART-RTX4060-O8G,"SKU: 197105299412, Vendor: ASUS Computer International",1
PNY NVIDIA A800 Graphic Card - 40 GB HBM2 - Low-profile,"SKU: 0751492779430, Vendor: PNY Technologies",1
KanexPro Composite/ S-video to 4K HDMI Converter,"SKU: CON-AV-HD4K, Vendor: KanexPro",0
MSI NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 0824142346785, Vendor: MSI",1
Gefen GefenToolBox HD Pattern Signal Generator,"SKU: GTB-HD-SIGGEN, Vendor: Gefen, Inc",0
PNY NVIDIA Quadro RTX A6000 Graphic Card - 48 GB GDDR6 - Full-height,"SKU: 751492641263, Vendor: PNY Technologies",1
Asus NVIDIA GeForce GT 1030 Graphic Card - 2 GB GDDR5 - Low-profile,"SKU: 889349750964, Vendor: ASUS Computer International",0
Cisco NVIDIA Tesla A100 Graphic Card - 80 GB,"SKU: UCSX-GPUA100-80-D, Vendor: Cisco Systems, Inc",1
C2G TruLink VGA to Composite PC-TV Video Adapter,"SKU: 757120295488, Vendor: Legrand Group",0
ATEN VGA to HDMI Converter with Audio-TAA Compliant,"SKU: 818241319832, Vendor: ATEN Technology, Inc",0
GRAPHIC_BO RTX 4500,"SKU: 0195892099116, Vendor: LENOVO OPTIONS",1
HP AMD Radeon RX 6300 Graphic Card - 2 GB GDDR6 - Full-height,"SKU: 197497034288, Vendor: HP Inc.",0
Intel Data Center GPU Flex 140,"SKU: 735858502221, Vendor: Intel Corp.",0
AV BRIDGE NANO,"SKU: 840077508104, Vendor: LEGRAND AV - VADDIO",0
ASRock Intel Arc A770 Graphic Card - 16 GB GDDR6,"SKU: 4710483943546, Vendor: ASRock, Inc",0
Asus AMD Radeon RX 7800 XT Graphic Card - 16 GB GDDR6,"SKU: 0197105436176, Vendor: ASUS Computer International",0
MSI NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 824142240113, Vendor: MSI",1
RADEON RX550 4M 4GB GDDR5,"SKU: 810078050056, Vendor: VISIONTEK",0
GEFORCE RTX 4060 LP BRK OC,"SKU: 0197105454736, Vendor: ASUS - VGA NVIDIA",0
GT 1030 4GD4 LP OC,"SKU: 0824142327654, Vendor: MSI - NVIDIA",0
TUF NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 197105204058, Vendor: ASUS Computer International",1
XTRA GO GC515 WHITE,"SKU: 850061690135, Vendor: AVERMEDIA",0
TUF NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964814, Vendor: ASUS Computer International",1
Ubiquiti UniFi Protect ViewPort PoE,"SKU: 817882029575, Vendor: Ubiquiti Inc.",0
RTX 4060 VENTUS 2X BLACK 8G OC,"SKU: 0824142330302, Vendor: MSI - NVIDIA",1
Cisco NVIDIA L40 Graphic Card - 48 GB - Full-height,"SKU: UCSX-GPU-L40, Vendor: Cisco Systems, Inc",1
ASRock Intel Arc A580 Graphic Card - 8 GB GDDR6,"SKU: 4710483941634, Vendor: ASRock, Inc",0
Zotac NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 810012084536, Vendor: ZOTAC International",1
Asus ROG AMD Radeon RX 6600 XT Graphic Card - 8 GB GDDR6,"SKU: 195553332781, Vendor: ASUS Computer International",0
GEFORCE GT 710 2GB,"SKU: 0824142126905, Vendor: MSI - NVIDIA",0
Radeon AMD Radeon Pro W7700 Graphic Card - 16 GB GDDR6 - Full-height,"SKU: 727419314992, Vendor: Advanced Micro Devices, Inc",0
AVerMedia Live Gamer EXTREME 3 Plug and Play 4K Capture Card. TAA and NDAA Compliant,"SKU: 850036764120, Vendor: AVermedia Technology",0
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 197105760325, Vendor: ASUS Computer International",1
MSI NVIDIA GeForce RTX 3060 Ti Graphic Card - 8 GB GDDR6X,"SKU: 824142307953, Vendor: MSI",1
HP NVIDIA RTX 4000 SFF Ada Graphic Card - 20 GB,"SKU: 197192737835, Vendor: HP Inc.",1
NVIDIA RTX 6000 ADA 48GB 4DP,"SKU: 198122366484, Vendor: HP INC. - NSB OPTIONS",1
Gigabyte NVIDIA GeForce GT 1030 Graphic Card - 2 GB DDR4 SDRAM - Low-profile,"SKU: 889523013366, Vendor: GIGABYTE Technology, Inc",0
RADEON RX 550 2GB GDDR5 4X MDP,"SKU: 0810078050131, Vendor: VISIONTEK",0
10PK P7224 VIDEO ENCODER BLADE,"SKU: 7331021037564, Vendor: Axis Communications",0
ASUS DUAL AMD RADEON RX 6600,"SKU: 195553363136, Vendor: ASUS - AMD",0
RX 7600 XT GAMING OC 16G 3X,"SKU: 889523041833, Vendor: GIGABYTE - AMD",0
PNY NVIDIA RTX 2000 Ada Graphic Card - 16 GB GDDR6,"SKU: 751492789774, Vendor: PNY Technologies",1
GRAPHIC_BO RTX 4500,"SKU: 0195892099116, Vendor: LENOVO OPTIONS",1
Asus NVIDIA GeForce RTX 3050 Graphic Card - 8 GB GDDR6,"SKU: 195553815468, Vendor: ASUS Computer International",1
NVIDIA RTX A1000 BOARD ONLY,"SKU: 751492790695, Vendor: PNY Technologies",1
Panasonic AV-HS04M5 Video Expansion Card,"SKU: AV-HS04M5, Vendor: Panasonic",0
